time,var1,var2,skew1,skew2,kurt1,kurt2,entropy1,entropy2,entropy change1,entropy change2,Shr_stress,TTsF,TTeF
6607.634449,9.599377381,12.4120162,-0.013479494,0.024580744,4.052150132,4.678792914,3.672861,3.8531484,0.004074084,0.000797654,5.75918128,3.101,4.401
6607.73444,9.596025733,12.40672376,-0.013080156,0.024826582,4.038429984,4.644652634,3.6727113,3.8531791,0.026017857,0.025244826,5.76223736,3.001,4.301
6607.83443,9.607987607,12.40586766,-0.011611083,0.025259287,4.027374124,4.437127696,3.6736669,3.8541518,0.015724939,0.067275554,5.76554549,2.901,4.201
6607.93446,9.597378703,12.4511248,-0.010133249,0.024799205,4.007697434,4.459754335,3.6730892,3.8567447,0.05207808,0.05342198,5.769531,2.801,4.101
6608.034451,9.613298689,12.48499624,-0.014032625,0.025456372,3.812410821,4.437571183,3.6750021,3.8588051,0.031348244,0.14771773,5.77300191,2.701,4.001
6608.134441,9.610589371,12.60787123,-0.011658386,0.026776951,3.568183592,4.788114263,3.6761541,3.8645052,0.059927268,0.075743001,5.77648332,2.601,3.901
6608.234432,9.642497158,12.63837055,-0.012160878,0.025469142,3.59200993,4.563358605,3.6783572,3.8674323,0.13048698,0.14263227,5.77974419,2.501,3.801
6608.334462,9.72009917,12.73427382,-0.011712207,0.027635641,3.803006447,4.67491254,3.6831569,3.8729485,0.083505516,0.13637544,5.78299981,2.401,3.701
6608.434452,9.765875128,12.82272945,-0.009900076,0.028331775,3.850593558,4.618507046,3.6862326,3.8782303,0.096141516,0.16019053,5.7860559,2.301,3.601
6608.534443,9.821498715,12.93425837,-0.00978847,0.029747082,3.922051226,4.60162282,3.6897766,3.8844428,0.092001128,0.20016484,5.78983662,2.201,3.501
6608.634473,9.849774528,13.09348118,-0.010097033,0.035608741,3.675251823,4.893594281,3.6931712,3.8922181,0.14932342,0.20336228,5.7931395,2.101,3.401
6608.734463,9.929098941,13.26988703,-0.009014929,0.032365964,3.737460444,5.292498857,3.698686,3.9001334,0.12059815,0.22234032,5.79640562,2.001,3.301
6608.834453,9.99082996,13.44611227,-0.011536966,0.031708253,3.737680461,5.377619501,3.7031465,3.908805,0.11553522,0.21626574,5.79936193,1.901,3.201
6608.934444,10.05991518,13.60007214,-0.01169631,0.028937045,3.859747207,5.312332034,3.707425,3.9172584,0.12766226,0.21863519,5.80238651,1.801,3.101
6609.034474,10.12551983,13.78361388,-0.010222895,0.0240182,3.853922437,5.535100778,3.712158,3.9258229,0.19144698,0.22466525,5.80593618,1.701,3.001
6609.134464,10.22204611,13.93335967,-0.007770853,0.021591586,3.810301051,5.248686108,3.7192648,3.9346429,0.22021851,0.28943825,5.80893975,1.601,2.901
